"title","description","tags","category"
"Movie","Watch something tonight","entertainment,movie","ENTERTAINMENT"
"Game","Play for a while","entertainment,gaming","ENTERTAINMENT"
"Music","Listen and relax","entertainment,music","ENTERTAINMENT"
"Cinema","Go see a film","entertainment,cinema","ENTERTAINMENT"
"Podcast","Listen to an episode","entertainment,podcast","ENTERTAINMENT"
"Stream","Watch a live stream","entertainment,streaming","ENTERTAINMENT"
"Concert","Attend live music","entertainment,music","ENTERTAINMENT"
"Anime","Catch up on episodes","entertainment,anime","ENTERTAINMENT"
"Watch the weirdest trailer","Find a strange movie preview for fun","entertainment,movies,weird","ENTERTAINMENT"
"Playlist for walking nowhere","Make music for a purposeless evening stroll","entertainment,music,weird","ENTERTAINMENT"
"Chair cinema night","Turn the living room into a tiny movie setup","entertainment,movies,weird","ENTERTAINMENT"
"Puzzle until reality blinks","Play a brain teaser for pure nonsense fun","entertainment,gaming,weird","ENTERTAINMENT"
"Comedy for the overcooked brain","Watch standup after a draining day","entertainment,comedy,weird","ENTERTAINMENT"
"Queue the midnight episode","Save a show for late-night relaxing","entertainment,series,weird","ENTERTAINMENT"
"Watch indie movie tonight","This is for leisure relaxation fun or social entertainment.","entertainment,movies,streaming","ENTERTAINMENT"
"Play indie movie with friends","The task helps plan a recreational activity.","entertainment,gaming,fun","ENTERTAINMENT"
"Listen to indie movie after dinner","A show game event or media item should be enjoyed later.","entertainment,music,audio","ENTERTAINMENT"
"Book indie movie this weekend","This belongs to free time rather than work or chores.","entertainment,events,social","ENTERTAINMENT"
"Plan indie movie for fun","The goal is entertainment and a pleasant break.","entertainment,books,reading","ENTERTAINMENT"
"Continue indie movie during break","This is for leisure relaxation fun or social entertainment.","entertainment,weekend,relax","ENTERTAINMENT"
"Try indie movie online","The task helps plan a recreational activity.","entertainment,movies,streaming","ENTERTAINMENT"
"Host indie movie downtown","A show game event or media item should be enjoyed later.","entertainment,gaming,fun","ENTERTAINMENT"
"Explore indie movie tonight","This belongs to free time rather than work or chores.","entertainment,music,audio","ENTERTAINMENT"
"Replay indie movie with friends","The goal is entertainment and a pleasant break.","entertainment,events,social","ENTERTAINMENT"
"Stream indie movie after dinner","This is for leisure relaxation fun or social entertainment.","entertainment,books,reading","ENTERTAINMENT"
"Queue indie movie this weekend","The task helps plan a recreational activity.","entertainment,weekend,relax","ENTERTAINMENT"
"Watch retro game for fun","A show game event or media item should be enjoyed later.","entertainment,movies,streaming","ENTERTAINMENT"
"Play retro game during break","This belongs to free time rather than work or chores.","entertainment,gaming,fun","ENTERTAINMENT"
"Listen to retro game online","The goal is entertainment and a pleasant break.","entertainment,music,audio","ENTERTAINMENT"
"Book retro game downtown","This is for leisure relaxation fun or social entertainment.","entertainment,events,social","ENTERTAINMENT"
"Plan retro game tonight","The task helps plan a recreational activity.","entertainment,books,reading","ENTERTAINMENT"
"Continue retro game with friends","A show game event or media item should be enjoyed later.","entertainment,weekend,relax","ENTERTAINMENT"
"Try retro game after dinner","This belongs to free time rather than work or chores.","entertainment,movies,streaming","ENTERTAINMENT"
"Host retro game this weekend","The goal is entertainment and a pleasant break.","entertainment,gaming,fun","ENTERTAINMENT"
"Explore retro game for fun","This is for leisure relaxation fun or social entertainment.","entertainment,music,audio","ENTERTAINMENT"
"Replay retro game during break","The task helps plan a recreational activity.","entertainment,events,social","ENTERTAINMENT"
"Stream retro game online","A show game event or media item should be enjoyed later.","entertainment,books,reading","ENTERTAINMENT"
"Queue retro game downtown","This belongs to free time rather than work or chores.","entertainment,weekend,relax","ENTERTAINMENT"
"Watch comedy special tonight","The goal is entertainment and a pleasant break.","entertainment,movies,streaming","ENTERTAINMENT"
"Play comedy special with friends","This is for leisure relaxation fun or social entertainment.","entertainment,gaming,fun","ENTERTAINMENT"
"Listen to comedy special after dinner","The task helps plan a recreational activity.","entertainment,music,audio","ENTERTAINMENT"
"Book comedy special this weekend","A show game event or media item should be enjoyed later.","entertainment,events,social","ENTERTAINMENT"
"Plan comedy special for fun","This belongs to free time rather than work or chores.","entertainment,books,reading","ENTERTAINMENT"
"Continue comedy special during break","The goal is entertainment and a pleasant break.","entertainment,weekend,relax","ENTERTAINMENT"
"Try comedy special online","This is for leisure relaxation fun or social entertainment.","entertainment,movies,streaming","ENTERTAINMENT"
"Host comedy special downtown","The task helps plan a recreational activity.","entertainment,gaming,fun","ENTERTAINMENT"
"Explore comedy special tonight","A show game event or media item should be enjoyed later.","entertainment,music,audio","ENTERTAINMENT"
"Replay comedy special with friends","This belongs to free time rather than work or chores.","entertainment,events,social","ENTERTAINMENT"
"Stream comedy special after dinner","The goal is entertainment and a pleasant break.","entertainment,books,reading","ENTERTAINMENT"
"Queue comedy special this weekend","This is for leisure relaxation fun or social entertainment.","entertainment,weekend,relax","ENTERTAINMENT"
"Watch concert tickets for fun","The task helps plan a recreational activity.","entertainment,movies,streaming","ENTERTAINMENT"
"Play concert tickets during break","A show game event or media item should be enjoyed later.","entertainment,gaming,fun","ENTERTAINMENT"
"Listen to concert tickets online","This belongs to free time rather than work or chores.","entertainment,music,audio","ENTERTAINMENT"
"Book concert tickets downtown","The goal is entertainment and a pleasant break.","entertainment,events,social","ENTERTAINMENT"
"Plan concert tickets tonight","This is for leisure relaxation fun or social entertainment.","entertainment,books,reading","ENTERTAINMENT"
"Continue concert tickets with friends","The task helps plan a recreational activity.","entertainment,weekend,relax","ENTERTAINMENT"
"Try concert tickets after dinner","A show game event or media item should be enjoyed later.","entertainment,movies,streaming","ENTERTAINMENT"
"Host concert tickets this weekend","This belongs to free time rather than work or chores.","entertainment,gaming,fun","ENTERTAINMENT"
"Explore concert tickets for fun","The goal is entertainment and a pleasant break.","entertainment,music,audio","ENTERTAINMENT"
"Replay concert tickets during break","This is for leisure relaxation fun or social entertainment.","entertainment,events,social","ENTERTAINMENT"
"Stream concert tickets online","The task helps plan a recreational activity.","entertainment,books,reading","ENTERTAINMENT"
"Queue concert tickets downtown","A show game event or media item should be enjoyed later.","entertainment,weekend,relax","ENTERTAINMENT"
"Watch puzzle session tonight","This belongs to free time rather than work or chores.","entertainment,movies,streaming","ENTERTAINMENT"
"Play puzzle session with friends","The goal is entertainment and a pleasant break.","entertainment,gaming,fun","ENTERTAINMENT"
"Listen to puzzle session after dinner","This is for leisure relaxation fun or social entertainment.","entertainment,music,audio","ENTERTAINMENT"
"Book puzzle session this weekend","The task helps plan a recreational activity.","entertainment,events,social","ENTERTAINMENT"
"Plan puzzle session for fun","A show game event or media item should be enjoyed later.","entertainment,books,reading","ENTERTAINMENT"
"Continue puzzle session during break","This belongs to free time rather than work or chores.","entertainment,weekend,relax","ENTERTAINMENT"
"Try puzzle session online","The goal is entertainment and a pleasant break.","entertainment,movies,streaming","ENTERTAINMENT"
"Host puzzle session downtown","This is for leisure relaxation fun or social entertainment.","entertainment,gaming,fun","ENTERTAINMENT"
"Explore puzzle session tonight","The task helps plan a recreational activity.","entertainment,music,audio","ENTERTAINMENT"
"Replay puzzle session with friends","A show game event or media item should be enjoyed later.","entertainment,events,social","ENTERTAINMENT"
"Stream puzzle session after dinner","This belongs to free time rather than work or chores.","entertainment,books,reading","ENTERTAINMENT"
"Queue puzzle session this weekend","The goal is entertainment and a pleasant break.","entertainment,weekend,relax","ENTERTAINMENT"
"Watch sci-fi episode for fun","This is for leisure relaxation fun or social entertainment.","entertainment,movies,streaming","ENTERTAINMENT"
"Play sci-fi episode during break","The task helps plan a recreational activity.","entertainment,gaming,fun","ENTERTAINMENT"
"Listen to sci-fi episode online","A show game event or media item should be enjoyed later.","entertainment,music,audio","ENTERTAINMENT"
"Book sci-fi episode downtown","This belongs to free time rather than work or chores.","entertainment,events,social","ENTERTAINMENT"
"Plan sci-fi episode tonight","The goal is entertainment and a pleasant break.","entertainment,books,reading","ENTERTAINMENT"
"Continue sci-fi episode with friends","This is for leisure relaxation fun or social entertainment.","entertainment,weekend,relax","ENTERTAINMENT"
"Trash","Take garbage out","other,home","OTHER"
"Keys","Pick up spare keys","other,errand","OTHER"
"Laundry","Wash clothes","other,chores","OTHER"
"Forms","Send paperwork","other,admin","OTHER"
"Backup","Save files safely","other,computer","OTHER"
"Shelf","Fix loose shelf","other,repair","OTHER"
"Mailbox","Check post box","other,errand","OTHER"
"Password","Update account password","other,security","OTHER"
"The drawer became a puzzle","Random cables and papers need sorting","other,organization,weird","OTHER"
"Operation sock rescue","Find the missing laundry pieces and pair them","other,laundry,weird","OTHER"
"Paperwork fog machine","Forms and documents are unclear and scattered","other,admin,weird","OTHER"
"The router needs a pep talk","Internet settings should be checked again","other,network,weird","OTHER"
"Closet archaeology","Dig through old boxes and label useful items","other,storage,weird","OTHER"
"Mystery screw investigation","Find where the loose screw came from","other,repair,weird","OTHER"
"Clean hall cabinet today","This is a general errand home task admin item or maintenance job.","other,home,chores","OTHER"
"Fix hall cabinet before leaving","The task does not fit a more specific category but still needs action.","other,admin,documents","OTHER"
"Organize hall cabinet this weekend","Household organization documents or repairs are involved.","other,repair,maintenance","OTHER"
"Renew hall cabinet after work","A practical chore or administrative reminder needs completion.","other,errands,reminder","OTHER"
"Backup hall cabinet with checklist","This belongs to miscellaneous life logistics.","other,computer,backup","OTHER"
"Label hall cabinet before it expires","This is a general errand home task admin item or maintenance job.","other,organization,home","OTHER"
"Call hall cabinet at home","The task does not fit a more specific category but still needs action.","other,home,chores","OTHER"
"Check hall cabinet for admin","Household organization documents or repairs are involved.","other,admin,documents","OTHER"
"Submit hall cabinet today","A practical chore or administrative reminder needs completion.","other,repair,maintenance","OTHER"
"Replace hall cabinet before leaving","This belongs to miscellaneous life logistics.","other,errands,reminder","OTHER"
"Sort hall cabinet this weekend","This is a general errand home task admin item or maintenance job.","other,computer,backup","OTHER"
"Schedule hall cabinet after work","The task does not fit a more specific category but still needs action.","other,organization,home","OTHER"
"Clean router settings with checklist","Household organization documents or repairs are involved.","other,home,chores","OTHER"
"Fix router settings before it expires","A practical chore or administrative reminder needs completion.","other,admin,documents","OTHER"
"Organize router settings at home","This belongs to miscellaneous life logistics.","other,repair,maintenance","OTHER"
"Renew router settings for admin","This is a general errand home task admin item or maintenance job.","other,errands,reminder","OTHER"
"Backup router settings today","The task does not fit a more specific category but still needs action.","other,computer,backup","OTHER"
"Label router settings before leaving","Household organization documents or repairs are involved.","other,organization,home","OTHER"
"Call router settings this weekend","A practical chore or administrative reminder needs completion.","other,home,chores","OTHER"
"Check router settings after work","This belongs to miscellaneous life logistics.","other,admin,documents","OTHER"
"Submit router settings with checklist","This is a general errand home task admin item or maintenance job.","other,repair,maintenance","OTHER"
"Replace router settings before it expires","The task does not fit a more specific category but still needs action.","other,errands,reminder","OTHER"
"Sort router settings at home","Household organization documents or repairs are involved.","other,computer,backup","OTHER"
"Schedule router settings for admin","A practical chore or administrative reminder needs completion.","other,organization,home","OTHER"
"Clean ID paperwork today","This belongs to miscellaneous life logistics.","other,home,chores","OTHER"
"Fix ID paperwork before leaving","This is a general errand home task admin item or maintenance job.","other,admin,documents","OTHER"
"Organize ID paperwork this weekend","The task does not fit a more specific category but still needs action.","other,repair,maintenance","OTHER"
"Renew ID paperwork after work","Household organization documents or repairs are involved.","other,errands,reminder","OTHER"
"Backup ID paperwork with checklist","A practical chore or administrative reminder needs completion.","other,computer,backup","OTHER"
"Label ID paperwork before it expires","This belongs to miscellaneous life logistics.","other,organization,home","OTHER"
"Call ID paperwork at home","This is a general errand home task admin item or maintenance job.","other,home,chores","OTHER"
"Check ID paperwork for admin","The task does not fit a more specific category but still needs action.","other,admin,documents","OTHER"
"Submit ID paperwork today","Household organization documents or repairs are involved.","other,repair,maintenance","OTHER"
"Replace ID paperwork before leaving","A practical chore or administrative reminder needs completion.","other,errands,reminder","OTHER"
"Sort ID paperwork this weekend","This belongs to miscellaneous life logistics.","other,computer,backup","OTHER"
"Schedule ID paperwork after work","This is a general errand home task admin item or maintenance job.","other,organization,home","OTHER"
"Clean storage shelf with checklist","The task does not fit a more specific category but still needs action.","other,home,chores","OTHER"
"Fix storage shelf before it expires","Household organization documents or repairs are involved.","other,admin,documents","OTHER"
"Organize storage shelf at home","A practical chore or administrative reminder needs completion.","other,repair,maintenance","OTHER"
"Renew storage shelf for admin","This belongs to miscellaneous life logistics.","other,errands,reminder","OTHER"
"Backup storage shelf today","This is a general errand home task admin item or maintenance job.","other,computer,backup","OTHER"
"Label storage shelf before leaving","The task does not fit a more specific category but still needs action.","other,organization,home","OTHER"
"Call storage shelf this weekend","Household organization documents or repairs are involved.","other,home,chores","OTHER"
"Check storage shelf after work","A practical chore or administrative reminder needs completion.","other,admin,documents","OTHER"
"Submit storage shelf with checklist","This belongs to miscellaneous life logistics.","other,repair,maintenance","OTHER"
"Replace storage shelf before it expires","This is a general errand home task admin item or maintenance job.","other,errands,reminder","OTHER"
"Sort storage shelf at home","The task does not fit a more specific category but still needs action.","other,computer,backup","OTHER"
"Schedule storage shelf for admin","Household organization documents or repairs are involved.","other,organization,home","OTHER"
"Clean laundry pile today","A practical chore or administrative reminder needs completion.","other,home,chores","OTHER"
"Fix laundry pile before leaving","This belongs to miscellaneous life logistics.","other,admin,documents","OTHER"
"Organize laundry pile this weekend","This is a general errand home task admin item or maintenance job.","other,repair,maintenance","OTHER"
"Renew laundry pile after work","The task does not fit a more specific category but still needs action.","other,errands,reminder","OTHER"
"Backup laundry pile with checklist","Household organization documents or repairs are involved.","other,computer,backup","OTHER"
"Label laundry pile before it expires","A practical chore or administrative reminder needs completion.","other,organization,home","OTHER"
"Call laundry pile at home","This belongs to miscellaneous life logistics.","other,home,chores","OTHER"
"Check laundry pile for admin","This is a general errand home task admin item or maintenance job.","other,admin,documents","OTHER"
"Submit laundry pile today","The task does not fit a more specific category but still needs action.","other,repair,maintenance","OTHER"
"Replace laundry pile before leaving","Household organization documents or repairs are involved.","other,errands,reminder","OTHER"
"Sort laundry pile this weekend","A practical chore or administrative reminder needs completion.","other,computer,backup","OTHER"
"Schedule laundry pile after work","This belongs to miscellaneous life logistics.","other,organization,home","OTHER"
"Clean car documents with checklist","This is a general errand home task admin item or maintenance job.","other,home,chores","OTHER"
"Fix car documents before it expires","The task does not fit a more specific category but still needs action.","other,admin,documents","OTHER"
"Organize car documents at home","Household organization documents or repairs are involved.","other,repair,maintenance","OTHER"
"Renew car documents for admin","A practical chore or administrative reminder needs completion.","other,errands,reminder","OTHER"
"Backup car documents today","This belongs to miscellaneous life logistics.","other,computer,backup","OTHER"
"Label car documents before leaving","This is a general errand home task admin item or maintenance job.","other,organization,home","OTHER"
"Text friend","Reconnect briefly","personal,friends","PERSONAL"
"Journal","Write thoughts down","personal,self-care","PERSONAL"
"Goals","Review priorities","personal,planning","PERSONAL"
"Trip idea","Think about travel","personal,travel","PERSONAL"
"Resume","Refresh career info","personal,career","PERSONAL"
"Dinner","Plan a personal meal","personal,planning","PERSONAL"
"Reboot my life admin","Reset routines and personal priorities","personal,planning,weird","PERSONAL"
"Send the awkward nice message","Write a warm note that was delayed","personal,relationships,weird","PERSONAL"
"Mood spreadsheet therapy","Track habits and feelings for clarity","personal,self-care,weird","PERSONAL"
"Plan a tiny escape","Arrange a short personal break nearby","personal,travel,weird","PERSONAL"
"Untangle the social calendar","Sort family and friend plans for the month","personal,social,weird","PERSONAL"
"Future me needs a memo","Write notes that will help later decisions","personal,journal,weird","PERSONAL"
"Call family lunch soon","This relates to relationships personal planning self-improvement or private life.","personal,family,relationships","PERSONAL"
"Message family lunch this week","The task supports personal goals routines or connection with people.","personal,friends,social","PERSONAL"
"Plan family lunch after work","It is not work but matters for wellbeing or relationships.","personal,goals,planning","PERSONAL"
"Reflect on family lunch before weekend","Personal organization or reflection is needed.","personal,self-care,routine","PERSONAL"
"Update family lunch for myself","The action belongs to everyday private life.","personal,career,profile","PERSONAL"
"Write family lunch with care","This relates to relationships personal planning self-improvement or private life.","personal,travel,planning","PERSONAL"
"Choose family lunch for next month","The task supports personal goals routines or connection with people.","personal,family,relationships","PERSONAL"
"Organize family lunch when free","It is not work but matters for wellbeing or relationships.","personal,friends,social","PERSONAL"
"Schedule family lunch soon","Personal organization or reflection is needed.","personal,goals,planning","PERSONAL"
"Review family lunch this week","The action belongs to everyday private life.","personal,self-care,routine","PERSONAL"
"Create family lunch after work","This relates to relationships personal planning self-improvement or private life.","personal,career,profile","PERSONAL"
"Prepare family lunch before weekend","The task supports personal goals routines or connection with people.","personal,travel,planning","PERSONAL"
"Call friend meetup for myself","It is not work but matters for wellbeing or relationships.","personal,family,relationships","PERSONAL"
"Message friend meetup with care","Personal organization or reflection is needed.","personal,friends,social","PERSONAL"
"Plan friend meetup for next month","The action belongs to everyday private life.","personal,goals,planning","PERSONAL"
"Reflect on friend meetup when free","This relates to relationships personal planning self-improvement or private life.","personal,self-care,routine","PERSONAL"
"Update friend meetup soon","The task supports personal goals routines or connection with people.","personal,career,profile","PERSONAL"
"Write friend meetup this week","It is not work but matters for wellbeing or relationships.","personal,travel,planning","PERSONAL"
"Choose friend meetup after work","Personal organization or reflection is needed.","personal,family,relationships","PERSONAL"
"Organize friend meetup before weekend","The action belongs to everyday private life.","personal,friends,social","PERSONAL"
"Schedule friend meetup for myself","This relates to relationships personal planning self-improvement or private life.","personal,goals,planning","PERSONAL"
"Review friend meetup with care","The task supports personal goals routines or connection with people.","personal,self-care,routine","PERSONAL"
"Create friend meetup for next month","It is not work but matters for wellbeing or relationships.","personal,career,profile","PERSONAL"
"Prepare friend meetup when free","Personal organization or reflection is needed.","personal,travel,planning","PERSONAL"
"Call personal goals soon","The action belongs to everyday private life.","personal,family,relationships","PERSONAL"
"Message personal goals this week","This relates to relationships personal planning self-improvement or private life.","personal,friends,social","PERSONAL"
"Plan personal goals after work","The task supports personal goals routines or connection with people.","personal,goals,planning","PERSONAL"
"Reflect on personal goals before weekend","It is not work but matters for wellbeing or relationships.","personal,self-care,routine","PERSONAL"
"Update personal goals for myself","Personal organization or reflection is needed.","personal,career,profile","PERSONAL"
"Write personal goals with care","The action belongs to everyday private life.","personal,travel,planning","PERSONAL"
"Choose personal goals for next month","This relates to relationships personal planning self-improvement or private life.","personal,family,relationships","PERSONAL"
"Organize personal goals when free","The task supports personal goals routines or connection with people.","personal,friends,social","PERSONAL"
"Schedule personal goals soon","It is not work but matters for wellbeing or relationships.","personal,goals,planning","PERSONAL"
"Review personal goals this week","Personal organization or reflection is needed.","personal,self-care,routine","PERSONAL"
"Create personal goals after work","The action belongs to everyday private life.","personal,career,profile","PERSONAL"
"Prepare personal goals before weekend","This relates to relationships personal planning self-improvement or private life.","personal,travel,planning","PERSONAL"
"Call daily routine for myself","The task supports personal goals routines or connection with people.","personal,family,relationships","PERSONAL"
"Message daily routine with care","It is not work but matters for wellbeing or relationships.","personal,friends,social","PERSONAL"
"Plan daily routine for next month","Personal organization or reflection is needed.","personal,goals,planning","PERSONAL"
"Reflect on daily routine when free","The action belongs to everyday private life.","personal,self-care,routine","PERSONAL"
"Update daily routine soon","This relates to relationships personal planning self-improvement or private life.","personal,career,profile","PERSONAL"
"Write daily routine this week","The task supports personal goals routines or connection with people.","personal,travel,planning","PERSONAL"
"Choose daily routine after work","It is not work but matters for wellbeing or relationships.","personal,family,relationships","PERSONAL"
"Organize daily routine before weekend","Personal organization or reflection is needed.","personal,friends,social","PERSONAL"
"Schedule daily routine for myself","The action belongs to everyday private life.","personal,goals,planning","PERSONAL"
"Review daily routine with care","This relates to relationships personal planning self-improvement or private life.","personal,self-care,routine","PERSONAL"
"Create daily routine for next month","The task supports personal goals routines or connection with people.","personal,career,profile","PERSONAL"
"Prepare daily routine when free","It is not work but matters for wellbeing or relationships.","personal,travel,planning","PERSONAL"
"Call photo album soon","Personal organization or reflection is needed.","personal,family,relationships","PERSONAL"
"Message photo album this week","The action belongs to everyday private life.","personal,friends,social","PERSONAL"
"Plan photo album after work","This relates to relationships personal planning self-improvement or private life.","personal,goals,planning","PERSONAL"
"Reflect on photo album before weekend","The task supports personal goals routines or connection with people.","personal,self-care,routine","PERSONAL"
"Update photo album for myself","It is not work but matters for wellbeing or relationships.","personal,career,profile","PERSONAL"
"Write photo album with care","Personal organization or reflection is needed.","personal,travel,planning","PERSONAL"
"Choose photo album for next month","The action belongs to everyday private life.","personal,family,relationships","PERSONAL"
"Organize photo album when free","This relates to relationships personal planning self-improvement or private life.","personal,friends,social","PERSONAL"
"Schedule photo album soon","The task supports personal goals routines or connection with people.","personal,goals,planning","PERSONAL"
"Review photo album this week","It is not work but matters for wellbeing or relationships.","personal,self-care,routine","PERSONAL"
"Create photo album after work","Personal organization or reflection is needed.","personal,career,profile","PERSONAL"
"Prepare photo album before weekend","The action belongs to everyday private life.","personal,travel,planning","PERSONAL"
"Call journal entry for myself","This relates to relationships personal planning self-improvement or private life.","personal,family,relationships","PERSONAL"
"Message journal entry with care","The task supports personal goals routines or connection with people.","personal,friends,social","PERSONAL"
"Plan journal entry for next month","It is not work but matters for wellbeing or relationships.","personal,goals,planning","PERSONAL"
"Reflect on journal entry when free","Personal organization or reflection is needed.","personal,self-care,routine","PERSONAL"
"Update journal entry soon","The action belongs to everyday private life.","personal,career,profile","PERSONAL"
"Write journal entry this week","This relates to relationships personal planning self-improvement or private life.","personal,travel,planning","PERSONAL"
"Milk","Buy milk soon","shopping,groceries","SHOPPING"
"Bread","Get bread today","shopping,food","SHOPPING"
"Soap","Restock bathroom soap","shopping,bathroom","SHOPPING"
"Cable","Buy replacement cable","shopping,electronics","SHOPPING"
"Eggs","Pick up eggs","shopping,groceries","SHOPPING"
"Coffee","Restock coffee","shopping,food","SHOPPING"
"Tissues","Buy tissues","shopping,home","SHOPPING"
"Salt","Get more salt","shopping,kitchen","SHOPPING"
"Buy emergency noodles","Pantry backup food is gone","shopping,food,weird","SHOPPING"
"Find socks that behave","Need comfortable socks that stay in place","shopping,clothes,weird","SHOPPING"
"Acquire the fancy tape","A specific tape roll is needed for packing","shopping,home,weird","SHOPPING"
"Restock desk survival kit","Snacks pens and sticky notes are low","shopping,office,weird","SHOPPING"
"Buy suspiciously specific batteries","A device needs an uncommon battery size","shopping,electronics,weird","SHOPPING"
"Get midnight cereal","Breakfast supply has become urgent","shopping,groceries,weird","SHOPPING"
"Buy rice pack today","This is a purchase restock grocery or household shopping task.","shopping,groceries,food","SHOPPING"
"Order rice pack before weekend","Something at home is missing low or needs replacement.","shopping,home,essentials","SHOPPING"
"Restock rice pack after work","The task involves buying supplies food electronics or essentials.","shopping,electronics,accessories","SHOPPING"
"Pick up rice pack for home","A shopping list item should be acquired soon.","shopping,cleaning,supplies","SHOPPING"
"Replace rice pack from the store","The user needs to compare or purchase a product.","shopping,office,stationery","SHOPPING"
"Find rice pack online","This is a purchase restock grocery or household shopping task.","shopping,kitchen,cooking","SHOPPING"
"Compare rice pack while nearby","Something at home is missing low or needs replacement.","shopping,groceries,food","SHOPPING"
"Get rice pack for the kitchen","The task involves buying supplies food electronics or essentials.","shopping,home,essentials","SHOPPING"
"Choose rice pack today","A shopping list item should be acquired soon.","shopping,electronics,accessories","SHOPPING"
"Purchase rice pack before weekend","The user needs to compare or purchase a product.","shopping,cleaning,supplies","SHOPPING"
"Refill rice pack after work","This is a purchase restock grocery or household shopping task.","shopping,office,stationery","SHOPPING"
"Grab rice pack for home","Something at home is missing low or needs replacement.","shopping,kitchen,cooking","SHOPPING"
"Buy phone cable from the store","The task involves buying supplies food electronics or essentials.","shopping,groceries,food","SHOPPING"
"Order phone cable online","A shopping list item should be acquired soon.","shopping,home,essentials","SHOPPING"
"Restock phone cable while nearby","The user needs to compare or purchase a product.","shopping,electronics,accessories","SHOPPING"
"Pick up phone cable for the kitchen","This is a purchase restock grocery or household shopping task.","shopping,cleaning,supplies","SHOPPING"
"Replace phone cable today","Something at home is missing low or needs replacement.","shopping,office,stationery","SHOPPING"
"Find phone cable before weekend","The task involves buying supplies food electronics or essentials.","shopping,kitchen,cooking","SHOPPING"
"Compare phone cable after work","A shopping list item should be acquired soon.","shopping,groceries,food","SHOPPING"
"Get phone cable for home","The user needs to compare or purchase a product.","shopping,home,essentials","SHOPPING"
"Choose phone cable from the store","This is a purchase restock grocery or household shopping task.","shopping,electronics,accessories","SHOPPING"
"Purchase phone cable online","Something at home is missing low or needs replacement.","shopping,cleaning,supplies","SHOPPING"
"Refill phone cable while nearby","The task involves buying supplies food electronics or essentials.","shopping,office,stationery","SHOPPING"
"Grab phone cable for the kitchen","A shopping list item should be acquired soon.","shopping,kitchen,cooking","SHOPPING"
"Buy laundry pods today","The user needs to compare or purchase a product.","shopping,groceries,food","SHOPPING"
"Order laundry pods before weekend","This is a purchase restock grocery or household shopping task.","shopping,home,essentials","SHOPPING"
"Restock laundry pods after work","Something at home is missing low or needs replacement.","shopping,electronics,accessories","SHOPPING"
"Pick up laundry pods for home","The task involves buying supplies food electronics or essentials.","shopping,cleaning,supplies","SHOPPING"
"Replace laundry pods from the store","A shopping list item should be acquired soon.","shopping,office,stationery","SHOPPING"
"Find laundry pods online","The user needs to compare or purchase a product.","shopping,kitchen,cooking","SHOPPING"
"Compare laundry pods while nearby","This is a purchase restock grocery or household shopping task.","shopping,groceries,food","SHOPPING"
"Get laundry pods for the kitchen","Something at home is missing low or needs replacement.","shopping,home,essentials","SHOPPING"
"Choose laundry pods today","The task involves buying supplies food electronics or essentials.","shopping,electronics,accessories","SHOPPING"
"Purchase laundry pods before weekend","A shopping list item should be acquired soon.","shopping,cleaning,supplies","SHOPPING"
"Refill laundry pods after work","The user needs to compare or purchase a product.","shopping,office,stationery","SHOPPING"
"Grab laundry pods for home","This is a purchase restock grocery or household shopping task.","shopping,kitchen,cooking","SHOPPING"
"Buy notebook set from the store","Something at home is missing low or needs replacement.","shopping,groceries,food","SHOPPING"
"Order notebook set online","The task involves buying supplies food electronics or essentials.","shopping,home,essentials","SHOPPING"
"Restock notebook set while nearby","A shopping list item should be acquired soon.","shopping,electronics,accessories","SHOPPING"
"Pick up notebook set for the kitchen","The user needs to compare or purchase a product.","shopping,cleaning,supplies","SHOPPING"
"Replace notebook set today","This is a purchase restock grocery or household shopping task.","shopping,office,stationery","SHOPPING"
"Find notebook set before weekend","Something at home is missing low or needs replacement.","shopping,kitchen,cooking","SHOPPING"
"Compare notebook set after work","The task involves buying supplies food electronics or essentials.","shopping,groceries,food","SHOPPING"
"Get notebook set for home","A shopping list item should be acquired soon.","shopping,home,essentials","SHOPPING"
"Choose notebook set from the store","The user needs to compare or purchase a product.","shopping,electronics,accessories","SHOPPING"
"Purchase notebook set online","This is a purchase restock grocery or household shopping task.","shopping,cleaning,supplies","SHOPPING"
"Refill notebook set while nearby","Something at home is missing low or needs replacement.","shopping,office,stationery","SHOPPING"
"Grab notebook set for the kitchen","The task involves buying supplies food electronics or essentials.","shopping,kitchen,cooking","SHOPPING"
"Buy coffee filters today","A shopping list item should be acquired soon.","shopping,groceries,food","SHOPPING"
"Order coffee filters before weekend","The user needs to compare or purchase a product.","shopping,home,essentials","SHOPPING"
"Restock coffee filters after work","This is a purchase restock grocery or household shopping task.","shopping,electronics,accessories","SHOPPING"
"Pick up coffee filters for home","Something at home is missing low or needs replacement.","shopping,cleaning,supplies","SHOPPING"
"Replace coffee filters from the store","The task involves buying supplies food electronics or essentials.","shopping,office,stationery","SHOPPING"
"Find coffee filters online","A shopping list item should be acquired soon.","shopping,kitchen,cooking","SHOPPING"
"Compare coffee filters while nearby","The user needs to compare or purchase a product.","shopping,groceries,food","SHOPPING"
"Get coffee filters for the kitchen","This is a purchase restock grocery or household shopping task.","shopping,home,essentials","SHOPPING"
"Choose coffee filters today","Something at home is missing low or needs replacement.","shopping,electronics,accessories","SHOPPING"
"Purchase coffee filters before weekend","The task involves buying supplies food electronics or essentials.","shopping,cleaning,supplies","SHOPPING"
